Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
  0.00      0.89     0.00        2     0.00     0.00  void std::vector<LAMMPS_NS::Compute*, std::allocator<LAMMPS_NS::Compute*> >::_M_realloc_insert<LAMMPS_NS::Compute* const&>(__gnu_cxx::__normal_iterator<LAMMPS_NS::Compute**, std::vector<LAMMPS_NS::Compute*, std::allocator<LAMMPS_NS::Compute*> > >, LAMMPS_NS::Compute* const&)
  0.00      0.89     0.00        2     0.00     0.00  std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, LAMMPS_NS::KSpace* (*)(LAMMPS_NS::LAMMPS*)>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, LAMMPS_NS::KSpace* (*)(LAMMPS_NS::LAMMPS*)> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, LAMMPS_NS::KSpace* (*)(LAMMPS_NS::LAMMPS*)> > >::_M_get_insert_hint_unique_pos(std::_Rb_tree_const_iterator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, LAMMPS_NS::KSpace* (*)(LAMMPS_NS::LAMMPS*)> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)
  0.00      0.89     0.00        2     0.00     0.00  virtual thunk to LAMMPS_NS::AtomVecAtomic::~AtomVecAtomic()
  0.00      0.89     0.00        1     0.00     0.00  LAMMPS_NS::Fix* style_creator<LAMMPS_NS::Fix, LAMMPS_NS::FixNVE>(LAMMPS_NS::LAMMPS*, int, char**)
  0.00      0.89     0.00        1     0.00     0.00  LAMMPS_NS::NBin* style_creator<LAMMPS_NS::NBin, LAMMPS_NS::NBinStandard>(LAMMPS_NS::LAMMPS*)
  0.00      0.89     0.00        1     0.00     0.00  LAMMPS_NS::Pair* style_creator<LAMMPS_NS::Pair, LAMMPS_NS::PairLJCut>(LAMMPS_NS::LAMMPS*)
  0.00      0.89     0.00        1     0.00     0.00  LAMMPS_NS::NPair* style_creator<LAMMPS_NS::NPair, LAMMPS_NS::NPairBin<1, 1, 0, 0, 1> >(LAMMPS_NS::LAMMPS*)
  0.00      0.89     0.00        1     0.00     0.00  LAMMPS_NS::Compute* style_creator<LAMMPS_NS::Compute, LAMMPS_NS::ComputePressure>(LAMMPS_NS::LAMMPS*, int, char**)
  0.00      0.89     0.00        1     0.00     0.00  LAMMPS_NS::Compute* style_creator<LAMMPS_NS::Compute, LAMMPS_NS::ComputePE>(LAMMPS_NS::LAMMPS*, int, char**)
  0.00      0.89     0.00        1     0.00     0.00  LAMMPS_NS::NStencil* style_creator<LAMMPS_NS::NStencil, LAMMPS_NS::NStencilBin<1, 1, 0> >(LAMMPS_NS::LAMMPS*)
  0.00      0.89     0.00        1     0.00     0.00  LAMMPS_NS::Region* region_creator<LAMMPS_NS::RegBlock>(LAMMPS_NS::LAMMPS*, int, char**)
  0.00      0.89     0.00        1     0.00     0.00  LAMMPS_NS::Command* command_creator<LAMMPS_NS::CreateAtoms>(LAMMPS_NS::LAMMPS*)
  0.00      0.89     0.00        1     0.00     0.00  LAMMPS_NS::Command* command_creator<LAMMPS_NS::Run>(LAMMPS_NS::LAMMPS*)
  0.00      0.89     0.00        1     0.00     0.00  LAMMPS_NS::Command* command_creator<LAMMPS_NS::Velocity>(LAMMPS_NS::LAMMPS*)
  0.00      0.89     0.00        1     0.00     0.00  LAMMPS_NS::Command* command_creator<LAMMPS_NS::CreateBox>(LAMMPS_NS::LAMMPS*)
  0.00      0.89     0.00        1     0.00     0.00  fmt::v10_lmp::appender fmt::v10_lmp::detail::do_write_float<fmt::v10_lmp::appender, fmt::v10_lmp::detail::dragonbox::decimal_fp<double>, char, fmt::v10_lmp::detail::digit_grouping<char> >(fmt::v10_lmp::appender, fmt::v10_lmp::detail::dragonbox::decimal_fp<double> const&, fmt::v10_lmp::format_specs<char> const&, fmt::v10_lmp::detail::float_specs, fmt::v10_lmp::detail::locale_ref)
  0.00      0.89     0.00        1     0.00     0.00  fmt::v10_lmp::appender fmt::v10_lmp::detail::write<char, fmt::v10_lmp::appender, double, 0>(fmt::v10_lmp::appender, double)
  0.00      0.89     0.00        1     0.00     0.00  fmt::v10_lmp::detail::dragonbox::decimal_fp<double> fmt::v10_lmp::detail::dragonbox::to_decimal<double>(double)
  0.00      0.89     0.00        1     0.00     0.00  LAMMPS_NS::CreateAtoms::add_lattice()
  0.00      0.89     0.00        1     0.00     0.00  LAMMPS_NS::CreateAtoms::command(int, char**)
  0.00      0.89     0.00        1     0.00     0.00  LAMMPS_NS::CreateAtoms::CreateAtoms(LAMMPS_NS::LAMMPS*)
  0.00      0.89     0.00        1     0.00     0.00  LAMMPS_NS::CreateAtoms::~CreateAtoms()
  0.00      0.89     0.00        1     0.00     0.00  LAMMPS_NS::CreateAtoms::~CreateAtoms()
  0.00      0.89     0.00        1     0.00     0.00  LAMMPS_NS::NStencilBin<1, 1, 0>::create()
  0.00      0.89     0.00        1     0.00     0.00  LAMMPS_NS::NStencilBin<1, 1, 0>::NStencilBin(LAMMPS_NS::LAMMPS*)
  0.00      0.89     0.00        1     0.00     0.00  LAMMPS_NS::NStencilBin<1, 1, 0>::~NStencilBin()
  0.00      0.89     0.00        1     0.00     0.00  LAMMPS_NS::SafeFilePtr::~SafeFilePtr()
  0.00      0.89     0.00        1     0.00     0.00  LAMMPS_NS::SafeFilePtr::operator=(_IO_FILE*)
  0.00      0.89     0.00        1     0.00     0.00  LAMMPS_NS::NBinStandard::setup_bins(int)
  0.00      0.89     0.00        1     0.00     0.00  LAMMPS_NS::NBinStandard::memory_usage()
  0.00      0.89     0.00        1     0.00     0.00  LAMMPS_NS::NBinStandard::NBinStandard(LAMMPS_NS::LAMMPS*)
  0.00      0.89     0.00        1     0.00     0.00  LAMMPS_NS::NBinStandard::~NBinStandard()
  0.00      0.89     0.00        1     0.00     0.00  LAMMPS_NS::NeighRequest::apply_flags(int)
  0.00      0.89     0.00        1     0.00     0.00  LAMMPS_NS::NeighRequest::copy_request(LAMMPS_NS::NeighRequest*, int)
  0.00      0.89     0.00        1     0.00     0.00  LAMMPS_NS::NeighRequest::NeighRequest(LAMMPS_NS::LAMMPS*, void*, int)
  0.00      0.89     0.00        1     0.00     0.00  LAMMPS_NS::NeighRequest::NeighRequest(LAMMPS_NS::NeighRequest*)
  0.00      0.89     0.00        1     0.00     0.00  LAMMPS_NS::ValueTokenizer::ValueTokenizer(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)
  0.00      0.89     0.00        1     0.00     0.00  LAMMPS_NS::ComputePressure::init()
  0.00      0.89     0.00        1     0.00     0.00  LAMMPS_NS::ComputePressure::ComputePressure(LAMMPS_NS::LAMMPS*, int, char**)
  0.00      0.89     0.00        1     0.00     0.00  LAMMPS_NS::ComputePressure::~ComputePressure()
  0.00      0.89     0.00        1     0.00     0.00  LAMMPS_NS::ComputePressure::~ComputePressure()
  0.00      0.89     0.00        1     0.00     0.00  LAMMPS_NS::Fix::init_flags()
  0.00      0.89     0.00        1     0.00     0.00  LAMMPS_NS::Fix::memory_usage()
  0.00      0.89     0.00        1     0.00     0.00  LAMMPS_NS::Fix::setup(int)
  0.00      0.89     0.00        1     0.00     0.00  LAMMPS_NS::Fix::Fix(LAMMPS_NS::LAMMPS*, int, char**)
  0.00      0.89     0.00        1     0.00     0.00  LAMMPS_NS::Fix::~Fix()
  0.00      0.89     0.00        1     0.00   890.00  LAMMPS_NS::Run::command(int, char**)
  0.00      0.89     0.00        1     0.00     0.00  LAMMPS_NS::Run::Run(LAMMPS_NS::LAMMPS*)
  0.00      0.89     0.00        1     0.00     0.00  LAMMPS_NS::Run::~Run()
  0.00      0.89     0.00        1     0.00     0.00  LAMMPS_NS::Atom::map_delete()
  0.00      0.89     0.00        1     0.00     0.00  LAMMPS_NS::Atom::tag_extend()
  0.00      0.89     0.00        1     0.00     0.00  LAMMPS_NS::Atom::memory_usage()
  0.00      0.89     0.00        1     0.00     0.00  LAMMPS_NS::Atom::peratom_create()
  0.00      0.89     0.00        1     0.00     0.00  LAMMPS_NS::Atom::setup_sort_bins()
  0.00      0.89     0.00        1     0.00     0.00  LAMMPS_NS::Atom::update_callback(int)
  0.00      0.89     0.00        1     0.00     0.00  LAMMPS_NS::Atom::allocate_type_arrays()
  0.00      0.89     0.00        1     0.00     0.00  LAMMPS_NS::Atom::data_fix_compute_variable(int, int)
  0.00      0.89     0.00        1     0.00     0.00  LAMMPS_NS::Atom::init()
  0.00      0.89     0.00        1     0.00     0.00  LAMMPS_NS::Atom::sort()
  0.00      0.89     0.00        1     0.00     0.00  LAMMPS_NS::Atom::setup()
  0.00      0.89     0.00        1     0.00     0.00  LAMMPS_NS::Atom::set_mass(char const*, int, int, char**)
  0.00      0.89     0.00        1     0.00     0.00  LAMMPS_NS::Atom::tag_check()
  0.00      0.89     0.00        1     0.00     0.00  LAMMPS_NS::Atom::Atom(LAMMPS_NS::LAMMPS*)
  0.00      0.89     0.00        1     0.00     0.00  LAMMPS_NS::Atom::~Atom()
  0.00      0.89     0.00        1     0.00     0.00  LAMMPS_NS::Atom::~Atom()
  0.00      0.89     0.00        1     0.00     0.00  LAMMPS_NS::Comm::init_exchange()
  0.00      0.89     0.00        1     0.00     0.00  LAMMPS_NS::Comm::set_proc_grid(int)
  0.00      0.89     0.00        1     0.00     0.00  LAMMPS_NS::Comm::init()
  0.00      0.89     0.00        1     0.00     0.00  LAMMPS_NS::Comm::Comm(LAMMPS_NS::LAMMPS*)
  0.00      0.89     0.00        1     0.00     0.00  LAMMPS_NS::Comm::~Comm()
  0.00      0.89     0.00        1     0.00     0.00  LAMMPS_NS::Info::get_memory_info(double*)
  0.00      0.89     0.00        1     0.00     0.00  LAMMPS_NS::NBin::post_constructor(LAMMPS_NS::NeighRequest*)
  0.00      0.89     0.00        1     0.00     0.00  LAMMPS_NS::NBin::copy_neighbor_info()
  0.00      0.89     0.00        1     0.00     0.00  LAMMPS_NS::NBin::NBin(LAMMPS_NS::LAMMPS*)
  0.00      0.89     0.00        1     0.00     0.00  LAMMPS_NS::NBin::~NBin()
  0.00      0.89     0.00        1     0.00     0.00  LAMMPS_NS::Pair::memory_usage()
  0.00      0.89     0.00        1     0.00     0.00  LAMMPS_NS::Pair::init()
  0.00      0.89     0.00        1     0.00     0.00  LAMMPS_NS::Pair::init_list(int, LAMMPS_NS::NeighList*)
  0.00      0.89     0.00        1     0.00     0.00  LAMMPS_NS::Pair::Pair(LAMMPS_NS::LAMMPS*)
  0.00      0.89     0.00        1     0.00     0.00  LAMMPS_NS::Pair::~Pair()
  0.00      0.89     0.00        1     0.00     0.00  LAMMPS_NS::Error::Error(LAMMPS_NS::LAMMPS*)
  0.00      0.89     0.00        1     0.00     0.00  LAMMPS_NS::Error::~Error()
  0.00      0.89     0.00        1     0.00     0.00  LAMMPS_NS::Force::create_pair(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, int)
  0.00      0.89     0.00        1     0.00     0.00  LAMMPS_NS::Force::store_style(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, int)
  0.00      0.89     0.00        1     0.00     0.00  LAMMPS_NS::Force::memory_usage()
  0.00      0.89     0.00        1     0.00     0.00  LAMMPS_NS::Force::pair_match_ptr(LAMMPS_NS::Pair*)
  0.00      0.89     0.00        1     0.00     0.00  LAMMPS_NS::Force::create_factories()
  0.00      0.89     0.00        1     0.00     0.00  LAMMPS_NS::Force::init()
  0.00      0.89     0.00        1     0.00     0.00  LAMMPS_NS::Force::setup()
  0.00      0.89     0.00        1     0.00     0.00  LAMMPS_NS::Force::new_pair(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, int, int&)
  0.00      0.89     0.00        1     0.00     0.00  LAMMPS_NS::Force::Force(LAMMPS_NS::LAMMPS*)
  0.00      0.89     0.00        1     0.00     0.00  LAMMPS_NS::Force::~Force()
  0.00      0.89     0.00        1     0.00     0.00  LAMMPS_NS::Force::~Force()
  0.00      0.89     0.00        1     0.00     0.00  LAMMPS_NS::Group::vcm(int, double, double*)
  0.00      0.89     0.00        1     0.00     0.00  LAMMPS_NS::Group::mass(int)
  0.00      0.89     0.00        1     0.00     0.00  LAMMPS_NS::Group::Group(LAMMPS_NS::LAMMPS*)
  0.00      0.89     0.00        1     0.00     0.00  LAMMPS_NS::Group::~Group()
  0.00      0.89     0.00        1     0.00     0.00  LAMMPS_NS::Group::~Group()
  0.00      0.89     0.00        1     0.00     0.00  LAMMPS_NS::Input::atom_style()
  0.00      0.89     0.00        1     0.00     0.00  LAMMPS_NS::Input::pair_coeff()
  0.00      0.89     0.00        1     0.00     0.00  LAMMPS_NS::Input::pair_style()
  0.00      0.89     0.00        1     0.00     0.00  LAMMPS_NS::Input::neigh_modify()
  0.00      0.89     0.00        1     0.00     0.00  LAMMPS_NS::Input::neighbor_command()
  0.00      0.89     0.00        1     0.00     0.00  LAMMPS_NS::Input::fix()
  0.00      0.89     0.00        1     0.00   890.00  LAMMPS_NS::Input::file()
  0.00      0.89     0.00        1     0.00     0.00  LAMMPS_NS::Input::mass()
  0.00      0.89     0.00        1     0.00     0.00  LAMMPS_NS::Input::units()
  0.00      0.89     0.00        1     0.00     0.00  LAMMPS_NS::Input::region()
  0.00      0.89     0.00        1     0.00     0.00  LAMMPS_NS::Input::lattice()
  0.00      0.89     0.00        1     0.00     0.00  LAMMPS_NS::Input::Input(LAMMPS_NS::LAMMPS*, int, char**)
  0.00      0.89     0.00        1     0.00     0.00  LAMMPS_NS::Input::~Input()
  0.00      0.89     0.00        1     0.00     0.00  LAMMPS_NS::Input::~Input()
  0.00      0.89     0.00        1     0.00     0.00  LAMMPS_NS::NPair::post_constructor(LAMMPS_NS::NeighRequest*)
  0.00      0.89     0.00        1     0.00     0.00  LAMMPS_NS::NPair::copy_neighbor_info()
  0.00      0.89     0.00        1     0.00     0.00  LAMMPS_NS::NPair::NPair(LAMMPS_NS::LAMMPS*)
  0.00      0.89     0.00        1     0.00     0.00  LAMMPS_NS::NPair::~NPair()
  0.00      0.89     0.00        1     0.00     0.00  LAMMPS_NS::Timer::barrier_stop()
  0.00      0.89     0.00        1     0.00     0.00  LAMMPS_NS::Timer::init_timeout()
  0.00      0.89     0.00        1     0.00     0.00  LAMMPS_NS::Timer::barrier_start()
  0.00      0.89     0.00        1     0.00     0.00  LAMMPS_NS::Timer::print_timeout(_IO_FILE*)
  0.00      0.89     0.00        1     0.00     0.00  LAMMPS_NS::Timer::Timer(LAMMPS_NS::LAMMPS*)
  0.00      0.89     0.00        1     0.00     0.00  LAMMPS_NS::Timer::~Timer()
  0.00      0.89     0.00        1     0.00     0.00  LAMMPS_NS::utils::count_words(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)
  0.00      0.89     0.00        1     0.00     0.00  LAMMPS_NS::utils::trim_comment(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)
  0.00      0.89     0.00        1     0.00     0.00  LAMMPS_NS::utils::flush_buffers(LAMMPS_NS::LAMMPS*)
  0.00      0.89     0.00        1     0.00     0.00  LAMMPS_NS::utils::fmtargs_print(_IO_FILE*, fmt::v10_lmp::basic_string_view<char>, fmt::v10_lmp::basic_format_args<fmt::v10_lmp::basic_format_context<fmt::v10_lmp::appender, char> >)
  0.00      0.89     0.00        1     0.00     0.00  LAMMPS_NS::utils::expand_type_int(char const*, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, int, LAMMPS_NS::LAMMPS*, bool)
  0.00      0.89     0.00        1     0.00     0.00  void LAMMPS_NS::utils::bounds_typelabel<int>(char const*, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, long, long, int&, int&, LAMMPS_NS::LAMMPS*, int)
  0.00      0.89     0.00        1     0.00     0.00  LAMMPS_NS::utils::strip_style_suffix(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, LAMMPS_NS::LAMMPS*)
  0.00      0.89     0.00        1     0.00     0.00  LAMMPS_NS::utils::trim_and_count_words(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)
  0.00      0.89     0.00        1     0.00     0.00  LAMMPS_NS::utils::print(_IO_FILE*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)
  0.00      0.89     0.00        1     0.00     0.00  LAMMPS_NS::utils::logical(char const*, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, bool, LAMMPS_NS::LAMMPS*)
  0.00      0.89     0.00        1     0.00     0.00  LAMMPS_NS::utils::logical(char const*, int, char const*, bool, LAMMPS_NS::LAMMPS*)
  0.00      0.89     0.00        1     0.00     0.00  LAMMPS_NS::utils::bnumeric(char const*, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, bool, LAMMPS_NS::LAMMPS*)
  0.00      0.89     0.00        1     0.00     0.00  LAMMPS_NS::utils::bnumeric(char const*, int, char const*, bool, LAMMPS_NS::LAMMPS*)
  0.00      0.89     0.00        1     0.00     0.00  LAMMPS_NS::utils::date2num(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)
  0.00      0.89     0.00        1     0.00     0.00  LAMMPS_NS::CiteMe::CiteMe(LAMMPS_NS::LAMMPS*, int, int, char const*)
  0.00      0.89     0.00        1     0.00     0.00  LAMMPS_NS::CiteMe::~CiteMe()
  0.00      0.89     0.00        1     0.00     0.00  LAMMPS_NS::CiteMe::~CiteMe()
  0.00      0.89     0.00        1     0.00     0.00  LAMMPS_NS::Domain::add_region(int, char**)
  0.00      0.89     0.00        1     0.00     0.00  LAMMPS_NS::Domain::image_check()
  0.00      0.89     0.00        1     0.00     0.00  LAMMPS_NS::Domain::set_initial_box(int)
  0.00      0.89     0.00        1     0.00     0.00  LAMMPS_NS::Domain::subbox_too_small_check(double)
  0.00      0.89     0.00        1     0.00     0.00  LAMMPS_NS::Domain::init()
  0.00      0.89     0.00        1     0.00     0.00  LAMMPS_NS::Domain::reset_box()
  0.00      0.89     0.00        1     0.00     0.00  LAMMPS_NS::Domain::Domain(LAMMPS_NS::LAMMPS*)
  0.00      0.89     0.00        1     0.00     0.00  LAMMPS_NS::Domain::~Domain()
  0.00      0.89     0.00        1     0.00     0.00  LAMMPS_NS::Finish::end(int)
  0.00      0.89     0.00        1     0.00     0.00  LAMMPS_NS::Finish::Finish(LAMMPS_NS::LAMMPS*)
  0.00      0.89     0.00        1     0.00     0.00  LAMMPS_NS::FixNVE::init()
  0.00      0.89     0.00        1     0.00     0.00  LAMMPS_NS::FixNVE::setmask()
  0.00      0.89     0.00        1     0.00     0.00  LAMMPS_NS::FixNVE::FixNVE(LAMMPS_NS::LAMMPS*, int, char**)
  0.00      0.89     0.00        1     0.00     0.00  LAMMPS_NS::FixNVE::~FixNVE()
  0.00      0.89     0.00        1     0.00     0.00  LAMMPS_NS::LAMMPS::post_create()
  0.00      0.89     0.00        1     0.00     0.00  LAMMPS_NS::LAMMPS::has_git_info()
  0.00      0.89     0.00        1     0.00     0.00  LAMMPS_NS::LAMMPS::init_pkg_lists()
  0.00      0.89     0.00        1     0.00     0.00  LAMMPS_NS::LAMMPS::init()
  0.00      0.89     0.00        1     0.00     0.00  LAMMPS_NS::LAMMPS::create()
  0.00      0.89     0.00        1     0.00     0.00  LAMMPS_NS::LAMMPS::destroy()
  0.00      0.89     0.00        1     0.00     0.00  LAMMPS_NS::LAMMPS::LAMMPS(int, char**, ompi_communicator_t*)
  0.00      0.89     0.00        1     0.00     0.00  LAMMPS_NS::LAMMPS::~LAMMPS()
  0.00      0.89     0.00        1     0.00     0.00  LAMMPS_NS::Memory::Memory(LAMMPS_NS::LAMMPS*)
  0.00      0.89     0.00        1     0.00     0.00  LAMMPS_NS::Memory::~Memory()
  0.00      0.89     0.00        1     0.00     0.00  LAMMPS_NS::Modify::delete_fix(int)
  0.00      0.89     0.00        1     0.00     0.00  LAMMPS_NS::Modify::find_compute(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)
  0.00      0.89     0.00        1     0.00     0.00  LAMMPS_NS::Modify::memory_usage()
  0.00      0.89     0.00        1     0.00     0.00  LAMMPS_NS::Modify::delete_compute(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)
  0.00      0.89     0.00        1     0.00     0.00  LAMMPS_NS::Modify::setup_pre_force(int)
  0.00      0.89     0.00        1     0.00     0.00  LAMMPS_NS::Modify::create_factories()
  0.00      0.89     0.00        1     0.00     0.00  LAMMPS_NS::Modify::list_init_compute()
  0.00      0.89     0.00        1     0.00     0.00  LAMMPS_NS::Modify::setup_pre_reverse(int, int)
  0.00      0.89     0.00        1     0.00     0.00  LAMMPS_NS::Modify::setup_pre_neighbor()
  0.00      0.89     0.00        1     0.00     0.00  LAMMPS_NS::Modify::addstep_compute_all(long)
  0.00      0.89     0.00        1     0.00     0.00  LAMMPS_NS::Modify::setup_post_neighbor()
  0.00      0.89     0.00        1     0.00     0.00  LAMMPS_NS::Modify::list_init_end_of_step(int, int&, int*&)
  0.00      0.89     0.00        1     0.00     0.00  LAMMPS_NS::Modify::list_init_energy_atom(int&, int*&)
  0.00      0.89     0.00        1     0.00     0.00  LAMMPS_NS::Modify::list_init_energy_couple(int&, int*&)
  0.00      0.89     0.00        1     0.00     0.00  LAMMPS_NS::Modify::list_init_energy_global(int&, int*&)
  0.00      0.89     0.00        1     0.00     0.00  LAMMPS_NS::Modify::check_rigid_group_overlap(int)
  0.00      0.89     0.00        1     0.00     0.00  LAMMPS_NS::Modify::list_init_post_force_group(int&, int*&)
  0.00      0.89     0.00        1     0.00     0.00  LAMMPS_NS::Modify::init()
  0.00      0.89     0.00        1     0.00     0.00  LAMMPS_NS::Modify::setup(int)
  0.00      0.89     0.00        1     0.00     0.00  LAMMPS_NS::Modify::add_fix(int, char**, int)
  0.00      0.89     0.00        1     0.00     0.00  LAMMPS_NS::Modify::post_run()
  0.00      0.89     0.00        1     0.00     0.00  LAMMPS_NS::Modify::Modify(LAMMPS_NS::LAMMPS*)
  0.00      0.89     0.00        1     0.00     0.00  LAMMPS_NS::Modify::~Modify()
  0.00      0.89     0.00        1     0.00     0.00  LAMMPS_NS::Modify::~Modify()
  0.00      0.89     0.00        1     0.00     0.00  LAMMPS_NS::MyPage<int>::init(int, int, int)
  0.00      0.89     0.00        1     0.00     0.00  LAMMPS_NS::MyPage<int>::MyPage()
  0.00      0.89     0.00        1     0.00     0.00  LAMMPS_NS::MyPage<int>::~MyPage()
  0.00      0.89     0.00        1     0.00     0.00  LAMMPS_NS::Output::memory_usage()
  0.00      0.89     0.00        1     0.00     0.00  LAMMPS_NS::Output::get_dump_list()
  0.00      0.89     0.00        1     0.00     0.00  LAMMPS_NS::Output::init()
  0.00      0.89     0.00        1     0.00     0.00  LAMMPS_NS::Output::setup(int)
  0.00      0.89     0.00        1     0.00     0.00  LAMMPS_NS::Output::write(long)
  0.00      0.89     0.00        1     0.00     0.00  LAMMPS_NS::Output::Output(LAMMPS_NS::LAMMPS*)
  0.00      0.89     0.00        1     0.00     0.00  LAMMPS_NS::Output::~Output()
  0.00      0.89     0.00        1     0.00     0.00  LAMMPS_NS::Output::~Output()
  0.00      0.89     0.00        1     0.00     0.00  LAMMPS_NS::Python::finalize()
  0.00      0.89     0.00        1     0.00     0.00  LAMMPS_NS::Python::Python(LAMMPS_NS::LAMMPS*)
  0.00      0.89     0.00        1     0.00     0.00  LAMMPS_NS::Python::~Python()
  0.00      0.89     0.00        1     0.00     0.00  LAMMPS_NS::Python::~Python()
  0.00      0.89     0.00        1     0.00     0.00  LAMMPS_NS::Region::options(int, char**)
  0.00      0.89     0.00        1     0.00     0.00  LAMMPS_NS::Region::reset_vel()
  0.00      0.89     0.00        1     0.00     0.00  LAMMPS_NS::Region::Region(LAMMPS_NS::LAMMPS*, int, char**)
  0.00      0.89     0.00        1     0.00     0.00  LAMMPS_NS::Region::~Region()
  0.00      0.89     0.00        1     0.00     0.00  LAMMPS_NS::Thermo::deallocate()
  0.00      0.89     0.00        1     0.00     0.00  LAMMPS_NS::Thermo::parse_fields(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)
  0.00      0.89     0.00        1     0.00     0.00  LAMMPS_NS::Thermo::init()
  0.00      0.89     0.00        1     0.00     0.00  LAMMPS_NS::Thermo::footer()
  0.00      0.89     0.00        1     0.00     0.00  LAMMPS_NS::Thermo::header()
  0.00      0.89     0.00        1     0.00     0.00  LAMMPS_NS::Thermo::allocate()
  0.00      0.89     0.00        1     0.00     0.00  LAMMPS_NS::Thermo::Thermo(LAMMPS_NS::LAMMPS*, int, char**)
  0.00      0.89     0.00        1     0.00     0.00  LAMMPS_NS::Thermo::~Thermo()
  0.00      0.89     0.00        1     0.00     0.00  LAMMPS_NS::Thermo::~Thermo()
  0.00      0.89     0.00        1     0.00     0.00  LAMMPS_NS::Update::update_time()
  0.00      0.89     0.00        1     0.00     0.00  LAMMPS_NS::Update::init()
  0.00      0.89     0.00        1     0.00     0.00  LAMMPS_NS::Update::Update(LAMMPS_NS::LAMMPS*)
  0.00      0.89     0.00        1     0.00     0.00  LAMMPS_NS::Update::~Update()
  0.00      0.89     0.00        1     0.00     0.00  LAMMPS_NS::Update::~Update()
  0.00      0.89     0.00        1     0.00   856.30  LAMMPS_NS::Verlet::run(int)
  0.00      0.89     0.00        1     0.00     0.00  LAMMPS_NS::Verlet::init()
  0.00      0.89     0.00        1     0.00    33.70  LAMMPS_NS::Verlet::setup(int)
  0.00      0.89     0.00        1     0.00     0.00  LAMMPS_NS::AtomVec::memory_usage()
  0.00      0.89     0.00        1     0.00     0.00  LAMMPS_NS::AtomVec::init()
  0.00      0.89     0.00        1     0.00     0.00  LAMMPS_NS::AtomVec::roundup(long)
  0.00      0.89     0.00        1     0.00     0.00  LAMMPS_NS::Lattice::orthogonal()
  0.00      0.89     0.00        1     0.00     0.00  LAMMPS_NS::Lattice::setup_transform(double*, double*, double*)
  0.00      0.89     0.00        1     0.00     0.00  LAMMPS_NS::Lattice::is_general_triclinic()
  0.00      0.89     0.00        1     0.00     0.00  LAMMPS_NS::Lattice::right_handed_orientation()
  0.00      0.89     0.00        1     0.00     0.00  LAMMPS_NS::Lattice::collinear()
  0.00      0.89     0.00        1     0.00     0.00  LAMMPS_NS::ProcMap::best_factors(int, int**, int*, int, int, int)
  0.00      0.89     0.00        1     0.00     0.00  LAMMPS_NS::ProcMap::onelevel_grid(int, int*, int*, int, int, int*, int*)
  0.00      0.89     0.00        1     0.00     0.00  LAMMPS_NS::ProcMap::cart_map(int, int*, int*, int (*) [2], int***)
  0.00      0.89     0.00        1     0.00     0.00  LAMMPS_NS::ProcMap::cull_user(int, int**, int, int*)
  0.00      0.89     0.00        1     0.00     0.00  LAMMPS_NS::ProcMap::ProcMap(LAMMPS_NS::LAMMPS*)
  0.00      0.89     0.00        1     0.00     0.00  LAMMPS_NS::ProcMap::~ProcMap()
  0.00      0.89     0.00        1     0.00     0.00  LAMMPS_NS::RanPark::RanPark(LAMMPS_NS::LAMMPS*, int)
